g1_z,IZ,ZI,ZZ,round,operator,mean,std
1e-05,1e-05,1e-05,1e-05,1,Logical X,0.992844444444,0.00256073105781
1e-05,1e-05,1e-05,1e-05,1,Logical Y,0.0144444444444,0.0100776043698
1e-05,1e-05,1e-05,1e-05,1,Logical Z,0.0152222222222,0.00980121711628
1e-05,1e-05,1e-05,1e-05,1,X0 X1,0.994,0.00174197668142
1e-05,1e-05,1e-05,1e-05,1,X1 Z2 Y3 Y4 Z5 X7,0.982644444444,0.0031390914728
1e-05,1e-05,1e-05,1e-05,1,X10 Z13 Y14 Y17 Z18 X22,0.9828,0.00373612375192
1e-05,1e-05,1e-05,1e-05,1,X100 Z110 Y111 Y121 Z122 X132,0.983733333333,0.00252254204936
1e-05,1e-05,1e-05,1e-05,1,X101 Z111 Y112 Y122 Z123 X133,0.983733333333,0.00288529101038
1e-05,1e-05,1e-05,1e-05,1,X102 Z112 Y113 Y123 Z124 X134,0.983733333333,0.00312007466263
1e-05,1e-05,1e-05,1e-05,1,X103 Z113 Y114 Y124 Z125 X135,0.985133333333,0.00255603860169
1e-05,1e-05,1e-05,1e-05,1,X104 Z114 Y115 Y125 Z126 X136,0.983155555556,0.00282264153521
1e-05,1e-05,1e-05,1e-05,1,X105 Z115 Y116 Y126 Z127 X137,0.982644444444,0.00352107321385
1e-05,1e-05,1e-05,1e-05,1,X106 Z116 Y117 Y127 Z128 X138,0.983177777778,0.00310571507963
1e-05,1e-05,1e-05,1e-05,1,X107 Z117 Y118 Y128 Z129 X139,0.982933333333,0.00351722635411
1e-05,1e-05,1e-05,1e-05,1,X108 Z118 Y119 Y129 Z130 X140,0.983333333333,0.00363043752575
1e-05,1e-05,1e-05,1e-05,1,X109 Z119 Y120 Y130 Z131 X141,0.982355555556,0.00326473474814
1e-05,1e-05,1e-05,1e-05,1,X11 Z14 Y15 Y18 Z19 X23,0.983777777778,0.00256312389222
1e-05,1e-05,1e-05,1e-05,1,X110 X121,0.993488888889,0.00234681382332
1e-05,1e-05,1e-05,1e-05,1,X111 X122,0.994422222222,0.00196898039105
1e-05,1e-05,1e-05,1e-05,1,X112 X123,0.994555555556,0.00228996366538
1e-05,1e-05,1e-05,1e-05,1,X113 X124,0.994155555556,0.0022939756741
1e-05,1e-05,1e-05,1e-05,1,X114 X125,0.995088888889,0.00189763582159
1e-05,1e-05,1e-05,1e-05,1,X115 X126,0.994333333333,0.00144105112765
1e-05,1e-05,1e-05,1e-05,1,X116 X127,0.995022222222,0.00135311003575
1e-05,1e-05,1e-05,1e-05,1,X117 X128,0.994111111111,0.0020572893175
1e-05,1e-05,1e-05,1e-05,1,X118 X129,0.994311111111,0.001883449459
1e-05,1e-05,1e-05,1e-05,1,X119 X130,0.994266666667,0.00149173970797
1e-05,1e-05,1e-05,1e-05,1,X12 X16,0.993266666667,0.0025088349634
1e-05,1e-05,1e-05,1e-05,1,X120 X131,0.994,0.00237483615083
1e-05,1e-05,1e-05,1e-05,1,X121 Y132 Z142,0.989577777778,0.0027206227219
1e-05,1e-05,1e-05,1e-05,1,X122 Z132 Y133 Y142 Z143 X152,0.983266666667,0.00311392866394
1e-05,1e-05,1e-05,1e-05,1,X123 Z133 Y134 Y143 Z144 X153,0.982111111111,0.00353670770701
1e-05,1e-05,1e-05,1e-05,1,X124 Z134 Y135 Y144 Z145 X154,0.982688888889,0.00340152471259
1e-05,1e-05,1e-05,1e-05,1,X125 Z135 Y136 Y145 Z146 X155,0.983844444444,0.0029331417562
1e-05,1e-05,1e-05,1e-05,1,X126 Z136 Y137 Y146 Z147 X156,0.983733333333,0.00318328970302
1e-05,1e-05,1e-05,1e-05,1,X127 Z137 Y138 Y147 Z148 X157,0.984244444444,0.00335159747276
1e-05,1e-05,1e-05,1e-05,1,X128 Z138 Y139 Y148 Z149 X158,0.982688888889,0.00404375809931
1e-05,1e-05,1e-05,1e-05,1,X129 Z139 Y140 Y149 Z150 X159,0.983577777778,0.00330555475064
1e-05,1e-05,1e-05,1e-05,1,X13 X17,0.994488888889,0.00133256682949
1e-05,1e-05,1e-05,1e-05,1,X130 Z140 Y141 Y150 Z151 X160,0.983022222222,0.0034695537639
1e-05,1e-05,1e-05,1e-05,1,X132 X142,0.994377777778,0.0019782986098
1e-05,1e-05,1e-05,1e-05,1,X133 X143,0.993955555556,0.00222099583017
1e-05,1e-05,1e-05,1e-05,1,X134 X144,0.994533333333,0.00173668994182
1e-05,1e-05,1e-05,1e-05,1,X135 X145,0.994222222222,0.00158859279721
1e-05,1e-05,1e-05,1e-05,1,X136 X146,0.993977777778,0.00189763582159
1e-05,1e-05,1e-05,1e-05,1,X137 X147,0.995,0.00196326415193
1e-05,1e-05,1e-05,1e-05,1,X138 X148,0.994044444444,0.00228895956443
1e-05,1e-05,1e-05,1e-05,1,X139 X149,0.994044444444,0.00156526798247
1e-05,1e-05,1e-05,1e-05,1,X14 X18,0.993444444444,0.00171612441683
1e-05,1e-05,1e-05,1e-05,1,X140 X150,0.994555555556,0.00188629526691
1e-05,1e-05,1e-05,1e-05,1,X141 X151,0.994555555556,0.00154704844013
1e-05,1e-05,1e-05,1e-05,1,X143 Z152 Y153 Y161 Z162 X170,0.982844444444,0.00304214752405
1e-05,1e-05,1e-05,1e-05,1,X144 Z153 Y154 Y162 Z163 X171,0.983311111111,0.00304491704249
1e-05,1e-05,1e-05,1e-05,1,X145 Z154 Y155 Y163 Z164 X172,0.982511111111,0.00362487503638
1e-05,1e-05,1e-05,1e-05,1,X146 Z155 Y156 Y164 Z165 X173,0.983622222222,0.0027441799553
1e-05,1e-05,1e-05,1e-05,1,X147 Z156 Y157 Y165 Z166 X174,0.982911111111,0.00316340828531
1e-05,1e-05,1e-05,1e-05,1,X148 Z157 Y158 Y166 Z167 X175,0.984311111111,0.00280521317284
1e-05,1e-05,1e-05,1e-05,1,X149 Z158 Y159 Y167 Z168 X176,0.982866666667,0.00333632050061
1e-05,1e-05,1e-05,1e-05,1,X15 X19,0.994622222222,0.00172369853916
1e-05,1e-05,1e-05,1e-05,1,X150 Z159 Y160 Y168 Z169 X177,0.983266666667,0.00357235018213
1e-05,1e-05,1e-05,1e-05,1,X151 Z160 Y169,0.989533333333,0.00255003568452
1e-05,1e-05,1e-05,1e-05,1,X152 X161,0.994555555556,0.00196586450294
1e-05,1e-05,1e-05,1e-05,1,X153 X162,0.9946,0.00193654113586
1e-05,1e-05,1e-05,1e-05,1,X154 X163,0.994044444444,0.00209310734071
1e-05,1e-05,1e-05,1e-05,1,X155 X164,0.994244444444,0.00223852259251
1e-05,1e-05,1e-05,1e-05,1,X156 X165,0.994222222222,0.00148899753707
1e-05,1e-05,1e-05,1e-05,1,X157 X166,0.993711111111,0.00190730262952
1e-05,1e-05,1e-05,1e-05,1,X158 X167,0.994044444444,0.00210770041081
1e-05,1e-05,1e-05,1e-05,1,X159 X168,0.994377777778,0.00188304256393
1e-05,1e-05,1e-05,1e-05,1,X16 Z20 Y21 Y25 Z26 X31,0.983311111111,0.00316824925165
1e-05,1e-05,1e-05,1e-05,1,X160 X169,0.994711111111,0.00190126663433
1e-05,1e-05,1e-05,1e-05,1,X161 Y170 Z178,0.989111111111,0.00208135921795
1e-05,1e-05,1e-05,1e-05,1,X162 Z170 Y171 Y178 Z179 X186,0.983333333333,0.0030575576861
