g1_x,g1_y,g1_z,IX,IY,IZ,XI,XX,XY,XZ,YI,YX,YY,YZ,ZI,ZX,ZY,ZZ,round,operator,mean,std,mean_signed,std_signed
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,Logical X,0.9914,0.00296777068441,0.991488888889,0.00247397694841
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,Logical Y,0.0115555555556,0.00878580068873,-0.000422222222222,0.0209333797008
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,Logical Z,0.0153777777778,0.0112620249342,-0.00173333333333,0.0208689396874
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,X0 X1 X5,0.991555555556,0.00177969245553,0.991555555556,0.00177969245553
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,X1 X2 X6,0.989733333333,0.00263544946256,0.989733333333,0.00263544946256
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,X14 X18 X19 X23,0.990355555556,0.0026593770096,0.990355555556,0.0026593770096
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,X15 X19 X20 X24,0.990755555556,0.00197092531964,0.990755555556,0.00197092531964
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,X16 X20 X21 X25,0.9912,0.00160840703184,0.9912,0.00160840703184
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,X17 X21 X22 X26,0.985088888889,0.00322101972542,0.985088888889,0.00322101972542
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,X2 X3 X7,0.987577777778,0.00296329180806,0.987577777778,0.00296329180806
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,X23 X27 X28 X32,0.990488888889,0.0026489835155,0.990488888889,0.0026489835155
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,X24 X28 X29 X33,0.990422222222,0.00262311173951,0.990422222222,0.00262311173951
0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,0.000131825673856,1,X25 X29 X30 X34,0.990311111111,0.00244312050528,0.990311111111,0.00244312050528
