CodeFamily,Category,Label,Operator,Toggle
surface,Stabilizer,S_0,X0 X1 X5,Z1 Z2 Z3 Z8 Z17 Z26 Z35 Z40
surface,Stabilizer,S_1,X1 X2 X6,Z2 Z3 Z8 Z17 Z26 Z35 Z40
surface,Stabilizer,S_2,X2 X3 X7,Z3 Z8 Z17 Z26 Z35 Z40
surface,Stabilizer,S_3,X3 X4 X8,Z8 Z17 Z26 Z35 Z40
surface,Stabilizer,S_4,X5 X9 X10 X14,Z1 Z2 Z3 Z5 Z8 Z17 Z26 Z35 Z40
surface,Stabilizer,S_5,X6 X10 X11 X15,Z2 Z3 Z6 Z8 Z17 Z26 Z35 Z40
surface,Stabilizer,S_6,X7 X11 X12 X16,Z3 Z7 Z8 Z17 Z26 Z35 Z40
surface,Stabilizer,S_7,X8 X12 X13 X17,Z17 Z26 Z35 Z40
surface,Stabilizer,S_8,X14 X18 X19 X23,Z1 Z2 Z3 Z5 Z8 Z14 Z17 Z26 Z35 Z40
surface,Stabilizer,S_9,X15 X19 X20 X24,Z2 Z3 Z6 Z8 Z15 Z17 Z26 Z35 Z40
surface,Stabilizer,S_10,X16 X20 X21 X25,Z3 Z7 Z8 Z16 Z17 Z26 Z35 Z40
surface,Stabilizer,S_11,X17 X21 X22 X26,Z26 Z35 Z40
surface,Stabilizer,S_12,X23 X27 X28 X32,Z1 Z2 Z3 Z5 Z8 Z14 Z17 Z23 Z26 Z35 Z40
surface,Stabilizer,S_13,X24 X28 X29 X33,Z2 Z3 Z6 Z8 Z15 Z17 Z24 Z26 Z35 Z40
surface,Stabilizer,S_14,X25 X29 X30 X34,Z3 Z7 Z8 Z16 Z17 Z25 Z26 Z35 Z40
surface,Stabilizer,S_15,X26 X30 X31 X35,Z35 Z40
surface,Stabilizer,S_16,X32 X36 X37,Z1 Z2 Z3 Z5 Z8 Z14 Z17 Z23 Z26 Z32 Z35 Z40
surface,Stabilizer,S_17,X33 X37 X38,Z2 Z3 Z6 Z8 Z15 Z17 Z24 Z26 Z33 Z35 Z40
surface,Stabilizer,S_18,X34 X38 X39,Z3 Z7 Z8 Z16 Z17 Z25 Z26 Z34 Z35 Z40
surface,Stabilizer,S_19,X35 X39 X40,Z40
surface,Stabilizer,S_20,Z0 Z5 Z9,X9 X18 X27 X36
surface,Stabilizer,S_21,Z1 Z5 Z6 Z10,X10 X19 X28 X37
surface,Stabilizer,S_22,Z2 Z6 Z7 Z11,X11 X20 X29 X38
surface,Stabilizer,S_23,Z3 Z7 Z8 Z12,X12 X21 X30 X39
surface,Stabilizer,S_24,Z4 Z8 Z13,X4
surface,Stabilizer,S_25,Z9 Z14 Z18,X18 X27 X36
surface,Stabilizer,S_26,Z10 Z14 Z15 Z19,X19 X28 X37
surface,Stabilizer,S_27,Z11 Z15 Z16 Z20,X20 X29 X38
surface,Stabilizer,S_28,Z12 Z16 Z17 Z21,X21 X30 X39
surface,Stabilizer,S_29,Z13 Z17 Z22,X4 X13
surface,Stabilizer,S_30,Z18 Z23 Z27,X27 X36
surface,Stabilizer,S_31,Z19 Z23 Z24 Z28,X28 X37
surface,Stabilizer,S_32,Z20 Z24 Z25 Z29,X29 X38
surface,Stabilizer,S_33,Z21 Z25 Z26 Z30,X30 X39
surface,Stabilizer,S_34,Z22 Z26 Z31,X4 X13 X22
surface,Stabilizer,S_35,Z27 Z32 Z36,X36
surface,Stabilizer,S_36,Z28 Z32 Z33 Z37,X37
surface,Stabilizer,S_37,Z29 Z33 Z34 Z38,X38
surface,Stabilizer,S_38,Z30 Z34 Z35 Z39,X39
surface,Stabilizer,S_39,Z31 Z35 Z40,X4 X13 X22 X31
surface,Logical,Logical X,X0 X9 X18 X27 X36,Z0 Z1 Z2 Z3 Z8 Z17 Z26 Z35 Z40
surface,Logical,Logical Y,Y0 Z1 Z2 Z3 Z4 X9 X18 X27 X36,-
surface,Logical,Logical Z,Z0 Z1 Z2 Z3 Z4,-
