g1_z,IZ,ZI,ZZ,ZX,ZY,XZ,YZ,round,operator,mean,std
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X0 X1,0.9954222222222223,0.0016584471648873422
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X3 X5,0.993977777777778,0.0016927461497396631
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X8 X11,0.9939111111111111,0.001978685916606594
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X15 X19,0.9945777777777778,0.001318693575418222
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X24 X29,0.9945111111111111,0.0016672029788448697
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X35 X41,0.9943777777777778,0.0020090472253066005
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X48 X55,0.9941111111111112,0.0028071246702687995
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X63 X71,0.9938222222222224,0.0022620191253893158
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X80 X89,0.9941555555555557,0.0015725941506655621
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X2 X4,0.9939111111111111,0.0017219193900110566
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X7 X10,0.9934,0.0022444482379240364
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X14 X18,0.9936,0.0021978742777957467
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X23 X28,0.993888888888889,0.002123276101889044
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X34 X40,0.9936444444444444,0.0017219193900110611
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X47 X54,0.9948,0.001691991503832724
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X62 X70,0.9944444444444446,0.0016454589394233555
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X79 X88,0.9943555555555554,0.002017041065907721
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X97 X105,0.9940888888888889,0.0019864161944500597
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X6 X9,0.9939777777777777,0.002111695825458599
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X13 X17,0.9945333333333335,0.0014689637184526598
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X22 X27,0.9943333333333333,0.0017660050810686236
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X33 X39,0.9951333333333333,0.001854062537435113
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X46 X53,0.9942444444444444,0.0018814141036396581
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1,X61 X69,0.993888888888889,0.0019344296006701617
