g1_z,IZ,ZI,ZZ,round,operator,mean,std
1e-05,1e-05,1e-05,1e-05,1,X0 X1,0.9945111111111109,0.0018502010522072462
1e-05,1e-05,1e-05,1e-05,1,X3 X5,0.9937777777777778,0.0017536679313034864
1e-05,1e-05,1e-05,1e-05,1,X8 X11,0.993777777777778,0.001967812511186628
1e-05,1e-05,1e-05,1e-05,1,X15 X19,0.9940000000000001,0.002186689094362137
1e-05,1e-05,1e-05,1e-05,1,X24 X29,0.9936444444444443,0.0023009798568011997
1e-05,1e-05,1e-05,1e-05,1,X35 X41,0.9941555555555557,0.0016487155881706518
1e-05,1e-05,1e-05,1e-05,1,X48 X55,0.9944888888888888,0.001917320394928076
1e-05,1e-05,1e-05,1e-05,1,X63 X71,0.9940222222222223,0.002371499571392262
1e-05,1e-05,1e-05,1e-05,1,X80 X89,0.994,0.0018856180831641194
1e-05,1e-05,1e-05,1e-05,1,X2 X4,0.993711111111111,0.0025291152623431647
1e-05,1e-05,1e-05,1e-05,1,X7 X10,0.994088888888889,0.0023601632084180976
1e-05,1e-05,1e-05,1e-05,1,X14 X18,0.9944888888888889,0.001705823546531968
1e-05,1e-05,1e-05,1e-05,1,X23 X28,0.9942000000000001,0.0016344003083137563
1e-05,1e-05,1e-05,1e-05,1,X34 X40,0.9948444444444445,0.002406462138813491
1e-05,1e-05,1e-05,1e-05,1,X47 X54,0.9942444444444446,0.0017107577880725304
1e-05,1e-05,1e-05,1e-05,1,X62 X70,0.9943777777777779,0.001874886118295525
1e-05,1e-05,1e-05,1e-05,1,X79 X88,0.9943555555555554,0.0015534742507570063
1e-05,1e-05,1e-05,1e-05,1,X97 X105,0.994688888888889,0.0016092008757432892
1e-05,1e-05,1e-05,1e-05,1,X6 X9,0.994,0.002034190510862429
1e-05,1e-05,1e-05,1e-05,1,X13 X17,0.9938444444444446,0.0022738448430731457
1e-05,1e-05,1e-05,1e-05,1,X22 X27,0.9940444444444446,0.0017236985391579523
1e-05,1e-05,1e-05,1e-05,1,X33 X39,0.9935555555555556,0.0017536679313034833
1e-05,1e-05,1e-05,1e-05,1,X46 X53,0.9943777777777778,0.0014296620540397511
1e-05,1e-05,1e-05,1e-05,1,X61 X69,0.9936222222222223,0.0020014043600721882
1e-05,1e-05,1e-05,1e-05,1,X78 X87,0.9940666666666668,0.0018223810789554562
1e-05,1e-05,1e-05,1e-05,1,X96 X104,0.9940888888888888,0.0018752947831279956
1e-05,1e-05,1e-05,1e-05,1,X112 X119,0.9947555555555555,0.0018506151681639746
1e-05,1e-05,1e-05,1e-05,1,X12 X16,0.9936222222222223,0.001939177321584245
1e-05,1e-05,1e-05,1e-05,1,X21 X26,0.9941555555555556,0.001841899180897968
1e-05,1e-05,1e-05,1e-05,1,X32 X38,0.9944444444444444,0.0017361015325406317
1e-05,1e-05,1e-05,1e-05,1,X45 X52,0.9941777777777779,0.0020784118113903035
1e-05,1e-05,1e-05,1e-05,1,X60 X68,0.9943555555555558,0.002076936539600438
1e-05,1e-05,1e-05,1e-05,1,X77 X86,0.9935111111111112,0.0019956530025955965
1e-05,1e-05,1e-05,1e-05,1,X95 X103,0.9939333333333333,0.0018803276799292251
1e-05,1e-05,1e-05,1e-05,1,X111 X118,0.9943555555555555,0.0018996537965154563
1e-05,1e-05,1e-05,1e-05,1,X125 X131,0.9940444444444443,0.00211495918700754
1e-05,1e-05,1e-05,1e-05,1,X20 X25,0.9943111111111113,0.0017219193900110496
1e-05,1e-05,1e-05,1e-05,1,X31 X37,0.993911111111111,0.0016768272662129608
1e-05,1e-05,1e-05,1e-05,1,X44 X51,0.9950444444444446,0.0016763702197502121
1e-05,1e-05,1e-05,1e-05,1,X59 X67,0.9942666666666667,0.0017472474247279312
1e-05,1e-05,1e-05,1e-05,1,X76 X85,0.9943111111111113,0.0018588781137112715
1e-05,1e-05,1e-05,1e-05,1,X94 X102,0.9945333333333333,0.0018969626862303294
1e-05,1e-05,1e-05,1e-05,1,X110 X117,0.9943111111111111,0.002240233521854211
1e-05,1e-05,1e-05,1e-05,1,X124 X130,0.9945111111111111,0.0019627436683212402
1e-05,1e-05,1e-05,1e-05,1,X136 X141,0.9937777777777778,0.002006375534181833
1e-05,1e-05,1e-05,1e-05,1,X30 X36,0.9939999999999999,0.002228344058124629
1e-05,1e-05,1e-05,1e-05,1,X43 X50,0.9940222222222223,0.0022316657581712683
1e-05,1e-05,1e-05,1e-05,1,X58 X66,0.9944666666666666,0.001662293112181059
1e-05,1e-05,1e-05,1e-05,1,X75 X84,0.9945333333333334,0.0017888543819998407
1e-05,1e-05,1e-05,1e-05,1,X93 X101,0.9948666666666668,0.0020873639171465497
1e-05,1e-05,1e-05,1e-05,1,X109 X116,0.9941999999999998,0.002145296914316223
1e-05,1e-05,1e-05,1e-05,1,X123 X129,0.9947999999999998,0.0013264188528440376
1e-05,1e-05,1e-05,1e-05,1,X135 X140,0.9940444444444445,0.0025366785737381777
1e-05,1e-05,1e-05,1e-05,1,X145 X149,0.9940444444444444,0.002354962695580013
1e-05,1e-05,1e-05,1e-05,1,X42 X49,0.9941111111111113,0.0015764875194894494
1e-05,1e-05,1e-05,1e-05,1,X57 X65,0.9948222222222222,0.0014080592696221444
1e-05,1e-05,1e-05,1e-05,1,X74 X83,0.9944222222222224,0.0017981116815739067
1e-05,1e-05,1e-05,1e-05,1,X92 X100,0.9949555555555556,0.0018584658389609954
1e-05,1e-05,1e-05,1e-05,1,X108 X115,0.9943111111111111,0.0019864161944500563
1e-05,1e-05,1e-05,1e-05,1,X122 X128,0.9934444444444444,0.0018699751741612927
1e-05,1e-05,1e-05,1e-05,1,X134 X139,0.9947333333333332,0.0018557149999176993
1e-05,1e-05,1e-05,1e-05,1,X144 X148,0.9948,0.002132758543255996
1e-05,1e-05,1e-05,1e-05,1,X152 X155,0.9940222222222223,0.0022453584876777465
1e-05,1e-05,1e-05,1e-05,1,X56 X64,0.993711111111111,0.0021419605251832233
1e-05,1e-05,1e-05,1e-05,1,X73 X82,0.9943555555555557,0.001899653796515458
1e-05,1e-05,1e-05,1e-05,1,X91 X99,0.9950222222222223,0.0017129959266442753
