g1_z,IZ,ZI,ZZ,round,operator,mean,std
1e-05,1e-05,1e-05,1e-05,1,X0 X1,0.9940000000000001,0.0016609095970748025
1e-05,1e-05,1e-05,1e-05,1,X3 X5,0.9942888888888889,0.0016205891113074851
1e-05,1e-05,1e-05,1e-05,1,X8 X11,0.9927333333333334,0.0019126519672676286
1e-05,1e-05,1e-05,1e-05,1,X15 X19,0.9950666666666668,0.001993091516489759
1e-05,1e-05,1e-05,1e-05,1,X24 X29,0.9938888888888889,0.0018116974816470783
1e-05,1e-05,1e-05,1e-05,1,X35 X41,0.9943555555555555,0.0017917078762078997
1e-05,1e-05,1e-05,1e-05,1,X48 X55,0.9932444444444446,0.002106245653648246
1e-05,1e-05,1e-05,1e-05,1,X63 X71,0.9946888888888888,0.002104425793004616
1e-05,1e-05,1e-05,1e-05,1,X80 X89,0.993822222222222,0.0018522707061436323
1e-05,1e-05,1e-05,1e-05,1,X99 X109,0.9941777777777776,0.001750168756687141
1e-05,1e-05,1e-05,1e-05,1,X120 X131,0.994088888888889,0.0022741818171422043
1e-05,1e-05,1e-05,1e-05,1,X2 X4,0.9937555555555555,0.002384389418510752
1e-05,1e-05,1e-05,1e-05,1,X7 X10,0.9938444444444445,0.002076567557889142
1e-05,1e-05,1e-05,1e-05,1,X14 X18,0.9932666666666667,0.0019206480387850707
1e-05,1e-05,1e-05,1e-05,1,X23 X28,0.9943111111111113,0.001939572440409585
1e-05,1e-05,1e-05,1e-05,1,X34 X40,0.9942444444444444,0.0015210737620271544
1e-05,1e-05,1e-05,1e-05,1,X47 X54,0.9941777777777776,0.0020561715966179
1e-05,1e-05,1e-05,1e-05,1,X62 X70,0.9941555555555557,0.0027385894701614545
1e-05,1e-05,1e-05,1e-05,1,X79 X88,0.9937555555555557,0.001754978323066039
1e-05,1e-05,1e-05,1e-05,1,X98 X108,0.9935333333333332,0.0022086559079087477
1e-05,1e-05,1e-05,1e-05,1,X119 X130,0.9937555555555555,0.0019998722820012147
1e-05,1e-05,1e-05,1e-05,1,X141 X151,0.9949777777777778,0.0017831336945583213
1e-05,1e-05,1e-05,1e-05,1,X6 X9,0.9938666666666668,0.0021683901191465195
1e-05,1e-05,1e-05,1e-05,1,X13 X17,0.9938444444444445,0.002253534190417775
1e-05,1e-05,1e-05,1e-05,1,X22 X27,0.9940222222222223,0.0020227316102996076
1e-05,1e-05,1e-05,1e-05,1,X33 X39,0.9946666666666667,0.001802509957141392
1e-05,1e-05,1e-05,1e-05,1,X46 X53,0.9938444444444444,0.0013638275341054677
1e-05,1e-05,1e-05,1e-05,1,X61 X69,0.9942888888888889,0.0018083106007010846
1e-05,1e-05,1e-05,1e-05,1,X78 X87,0.9937333333333334,0.0018742048122232912
